seconds,heartrate
0.343763461431649,76.9862170956415
1.27911985648996,73.2208023574935
2.18249825513601,54.8446779029624
3.1098601510912,41.337712417138
4.9246114474862,91.4957412631292
5.85996784254451,89.0481484709774
6.75535174208756,64.5586720907419
7.26699968468336,84.6688939025029
8.23433407615414,94.5289529303107
9.63337141918976,58.1969386569373
10.5527388160421,84.3800295363886
11.9517761590779,85.7925922231253
12.5433690927044,87.955680180818
13.4867199868658,85.10308056379
14.4620488774395,90.2094156112185
14.9017463281078,91.7897970885826
18.1954799585693,90.5636285808083
19.1468253518336,65.9345476402452
21.609131075577,94.3524178009921
23.1120969069526,90.5435433772872
24.0794312984232,87.772148532155
25.5344301351805,79.1758819891999
27.0373959665564,70.2601678493076
28.8921197584667,85.1047098546615
29.843465151731,82.2661779958616
31.6981889436414,86.9398175722795
32.657528836009,53.3983852109668
33.6008797301703,38.5363489658527
34.5362361252284,84.8984066109778
35.4635980211837,53.0173953710514
36.406948915345,49.4146331116542
37.302332814888,48.913472628591
38.2456837090493,89.6851116544552
39.1250786103861,46.1280322041738
40.0284570090322,57.9412978829718
40.9638134040905,75.1279062395012
43.7139210955437,71.7069600913381
44.641282991499,95.556760816454
45.5686448874541,87.0038676207599
46.4080672932759,80.9806474962585
47.4073796811587,94.5547899812515
48.3267470780105,92.4538817914624
49.2700979721718,48.6198294455122
52.0282001627282,87.5548505435219
52.9395730604775,44.6058072366077
53.8589404573296,77.733157606129
54.3785828990286,50.7154791374392
55.3299282922932,88.4270247412453
56.7689381308443,83.5983572063524
57.7362725223148,74.582460357121
58.6796234164762,84.9913369278882
59.6229743106375,93.0670088666113
60.5583307056958,60.0685359987701
61.4776981025478,77.963169091998
64.45964626799,58.9266475681647
65.4109916612543,58.0254251865095
67.2657154531647,79.1106953607297
68.185082850017,73.4666446461069
69.0804667495601,83.0190624472674
69.9838451482059,45.5716942522017
72.3662058809185,73.5962691504844
73.3175512741829,98.6828034743045
76.3234829369343,90.6434943781095
77.7944707718976,87.1208496219092
78.7138381687499,77.6981564707756
79.5932330700867,79.5494528646867
80.4806224705268,52.5699500882823
81.3520228727604,52.5400496845428
82.2713902696124,83.1754801657608
84.0301800722863,60.4692691665158
84.8855914763138,48.9374057694519
85.7410028803414,89.4938736472016
86.580425286163,80.793281289289
87.4598201874998,88.9910493135286
89.1626484964521,84.633138183617
90.0740213942012,61.7330326538591
90.9294327982287,48.3336689230821
92.6722336026963,82.112349292404
95.2544568129855,63.2897242670112
96.1178627161161,36.5150453447178
97.5009110609459,53.9455955982096
98.3803059622827,47.8562742808792
98.7080804255085,36.4299339491319
99.5475028313298,84.8650067348558
100.778655693201,92.0444882705638
101.554122106198,88.9905168327689
102.425522508432,84.9862304079645
104.152334314694,89.4895130747384
105.487415664905,74.9856458050927
106.342827068933,69.7667202714778
107.717880914659,50.4335445042683
108.613264814202,80.1808863892213
109.07694576218,85.7018322574802
110.627878588174,88.276340689024
112.10686092224,87.681029218407
113.010239320886,72.4558436511736
113.929606717739,53.1358166352699
114.801007119972,90.50586306361
117.519136815013,56.7431370712247
119.325893612306,93.7234331405715
120.261250007364,93.2230577755708
122.060012305553,83.1573981748764
122.971385203302,97.0181246974188
123.858774603742,84.5293403516665
124.722180506873,82.428214228671
126.504953806855,83.6744514682714
127.376354209089,88.964087693824
128.791380550331,84.4031518822367
129.782698439111,58.0075836752078
131.285664270487,86.3194249888054
132.26099316106,84.4410113184456
133.196349556118,88.1186563557375
134.659342891979,44.3365300793234
136.130330726942,83.9560213792462
137.08967061931,83.8799107141244
138.001043517059,39.0163780568173
138.920410913911,42.4069712441905
139.783816817042,42.3721235178299
141.5026341242,76.3664153494558
142.406012522846,72.5050538600834
144.692439266322,81.7813921921491
145.635790160483,94.0666865370976
146.187410598595,64.2521793219619
147.130761492756,81.9312442666879
148.521804336689,88.5129327082612
149.369221241613,73.876385298888
149.8568856869,92.5732725275392
150.704302591825,93.7834528761115
152.447103396292,79.2215139053538
153.342487295835,91.8602641690963
154.261854692687,87.1366504626361
155.117266096715,60.9301903481085
156.012649996258,93.2450954039235
156.876055899388,79.9547297706252
157.71547830521,76.7211111656728
158.578884208341,94.7079336027705
159.418306614162,50.7613141780359
159.850009565728,77.135180183839
160.721409967961,81.6052738042763
162.04849681907,85.0821418182444
163.487506657621,49.091643474599
165.262285458501,63.1384321917834
166.981102765659,81.1945583788873
168.276211620355,92.4041084180862
169.163601020795,93.8985860800805
170.066979419441,69.7173595190671
172.321428166505,62.3649056337368
173.632526019407,88.28556551455
174.959612870515,79.2390774170105
175.815024274543,90.2200274913687
177.094144131033,70.9500362765968
178.589115463305,95.9274155270854
180.931503700503,79.0195895245782
181.339223154759,93.8725430233781
183.937435363254,92.2220595704533
