seconds,heartrate
0,3.49318283226554
0.00799449910300609,4.27723748150608
0.0159889982061259,4.0958937583727
0.0239834973092457,3.44913420075345
0.0319779964122517,2.82129304733073
0.0399724955152578,2.70566395689385
0.0479669946183776,2.9817429306983
0.0559614937213837,2.88914894034309
0.0639559928245035,2.79067158589603
0.0719504919276233,3.17446203948055
0.0799449910306294,3.73580673405113
0.0879394901336355,3.64818095639938
0.0959339892367552,2.05023907533047
0.103928488339761,0.646052558895117
0.111922987442881,0.849567107524488
0.119917486546001,0.989064469462249
0.127911985649007,0.791018604114136
0.135906484752013,0.68781451771846
0.143900983855133,0.0674184056574553
0.151895482958139,-0.759912428993125
0.159889982061259,-1.35357599494223
0.167884481164378,-1.40631919814039
0.175878980267385,-1.51105707090915
0.183873479370391,-2.97670572349073
0.19186797847351,-4.72255509008123
0.199862477576517,-5.26942206126145
0.207856976679636,-2.8441229765444
0.215851475782756,3.11405759336208
0.223845974885762,6.88814992284601
0.231840473988768,6.06253584308555
0.239834973091888,5.20619507208184
0.247829472194894,6.26888837035473
0.255823971298014,7.4229414058884
0.263818470401134,6.78948930583288
0.271812969504026,5.68745333323148
0.279807468607146,5.38342578291374
0.287801967710266,4.43551870189321
0.295796466813272,3.0980435547614
0.303790965916392,-7.52780723131894
0.311785465019511,-31.7695553952714
0.319779964122404,-39.9638675478225
0.327774463225524,-12.142752402462
0.335768962328643,34.5919218779188
0.343763461431649,76.9862170956415
0.351757960534769,93.1194301285275
0.359752459637889,78.7130859665151
0.367746958740781,51.6211398467479
0.375741457843901,24.2548259575939
0.383735956947021,1.00931386174363
0.391730456050027,-13.9823703854057
0.399724955153147,-18.8464066116582
0.407719454256267,-16.6201845426076
0.415713953359159,-12.937316838283
0.423708452462279,-10.3190302811384
0.431702951565399,-9.00513065885741
0.439697450668405,-8.58777345306152
0.447691949771524,-8.66042011452146
0.455686448874644,-9.15087035013548
0.463680947977537,-9.69799194260475
0.471675447080656,-9.97636499184801
0.479669946183776,-10.1434868348356
0.487664445286782,-10.3212814332869
0.495658944389902,-10.3178509237689
0.503653443492908,-10.6576680708086
0.511647942595914,-11.7763987796356
0.519642441699034,-13.3173629877088
0.52763694080204,-14.6503144740048
0.53563143990516,-15.200904135602
0.54362593900828,-15.0891774885446
0.551620438111286,-15.5043653035527
0.559614937214292,-16.0352120824965
0.567609436317412,-15.8855720372596
0.575603935420418,-15.6689839067934
0.583598434523537,-14.530464901292
0.591592933626657,-11.6262862258597
0.59958743272955,-2.90232562364124
0.607581931832669,11.9199574777371
0.615576430935789,21.8247923245374
0.623570930038795,22.919797802313
0.631565429141915,20.6900105631128
0.639559928245035,18.7535287807304
0.647554427347927,18.1986468608446
0.655548926451047,17.6857150073821
0.663543425554167,16.3023065228376
0.671537924657173,14.8007751503556
0.679532423760293,13.8429894037301
0.687526922863412,13.3182497481828
0.695521421966305,12.4367824370816
0.703515921069425,10.7241348353568
0.711510420172544,7.95625915106978
0.719504919275551,4.5591449454949
0.72749941837867,2.17868407129966
0.73549391748179,1.74728538032315
0.743488416584683,2.66244037757147
0.751482915687802,3.27857813660438
0.759477414790922,2.90131964742464
0.767471913893928,2.42350555414031
0.775466412997048,2.10400170037123
0.783460912100168,1.45140440749229
0.79145541120306,0.853607097089642
0.79944991030618,1.16759081292674
0.8074444094093,2.21818342848488
0.815438908512306,2.74044775024677
0.823433407615426,2.51012536345719
0.831427906718545,2.51832953831012
0.839422405821438,2.34892872872924
0.847416904924558,2.06813628947044
0.855411404027677,2.40024402053403
